{1598210366838325}, {11666.140000}, {6.731865}, {11666.150000}, {0.333936}
{1598210369313991}, {11666.140000}, {7.283257}, {11666.150000}, {0.299142}
{1598210369330895}, {11666.140000}, {7.283257}, {11666.150000}, {0.299142}
{1598210369749681}, {11666.140000}, {7.295257}, {11666.150000}, {0.299142}
{1598210370205635}, {11666.140000}, {7.295257}, {11666.150000}, {0.298684}
{1598210370218889}, {11666.140000}, {7.274257}, {11666.150000}, {0.298684}
{1598210370226635}, {11666.140000}, {7.257257}, {11666.150000}, {0.298684}
{1598210370226664}, {11666.140000}, {7.235257}, {11666.150000}, {0.298684}
{1598210370229398}, {11666.140000}, {7.216257}, {11666.150000}, {0.298684}
{1598210370229424}, {11666.140000}, {7.190257}, {11666.150000}, {0.298684}
{1598210370229479}, {11666.140000}, {7.096457}, {11666.150000}, {0.298684}
{1598210370229507}, {11666.140000}, {7.058457}, {11666.150000}, {0.298684}
{1598210370229524}, {11666.140000}, {7.018557}, {11666.150000}, {0.298684}
{1598210370229563}, {11666.140000}, {6.982557}, {11666.150000}, {0.298684}
{1598210370231056}, {11666.140000}, {6.962557}, {11666.150000}, {0.298684}
{1598210370231542}, {11666.140000}, {6.950557}, {11666.150000}, {0.298684}
{1598210370238222}, {11666.140000}, {6.972557}, {11666.150000}, {0.298684}
{1598210370253420}, {11666.140000}, {6.994557}, {11666.150000}, {0.298684}
{1598210370253445}, {11666.140000}, {7.088357}, {11666.150000}, {0.298684}
{1598210370253456}, {11666.140000}, {7.105357}, {11666.150000}, {0.298684}
{1598210370253465}, {11666.140000}, {7.131357}, {11666.150000}, {0.298684}
{1598210370253473}, {11666.140000}, {7.150357}, {11666.150000}, {0.298684}
{1598210370253481}, {11666.140000}, {7.190257}, {11666.150000}, {0.298684}
{1598210370253489}, {11666.140000}, {7.226257}, {11666.150000}, {0.298684}
{1598210370253498}, {11666.140000}, {7.264257}, {11666.150000}, {0.298684}
{1598210370253506}, {11666.140000}, {7.286257}, {11666.150000}, {0.298684}
{1598210370255997}, {11666.140000}, {7.298257}, {11666.150000}, {0.298684}
{1598210370427193}, {11666.140000}, {7.278257}, {11666.150000}, {0.298684}
{1598210370509708}, {11666.140000}, {7.298257}, {11666.150000}, {0.298684}
{1598210370544505}, {11666.140000}, {7.298257}, {11666.150000}, {0.298684}
{1598210370574025}, {11666.140000}, {7.298257}, {11666.150000}, {0.298684}
{1598210370644682}, {11666.140000}, {7.298257}, {11666.150000}, {0.298684}
{1598210370658133}, {11666.140000}, {7.298257}, {11666.150000}, {0.298684}
{1598210370735640}, {11666.140000}, {7.298257}, {11666.150000}, {0.298684}
{1598210370758292}, {11666.140000}, {7.298257}, {11666.150000}, {0.298684}
{1598210370838220}, {11666.140000}, {7.298257}, {11666.150000}, {0.298684}
{1598210370839742}, {11666.140000}, {7.298257}, {11666.150000}, {0.298684}
{1598210370847849}, {11666.140000}, {7.344257}, {11666.150000}, {0.298684}
{1598210370851056}, {11666.140000}, {7.446157}, {11666.150000}, {0.298684}
{1598210370859540}, {11666.140000}, {7.446157}, {11666.150000}, {0.298684}
{1598210370860875}, {11666.140000}, {7.446157}, {11666.150000}, {0.298684}
{1598210370864243}, {11666.140000}, {7.446157}, {11666.150000}, {0.298684}
{1598210370929240}, {11666.140000}, {7.446157}, {11666.150000}, {0.298684}
{1598210370951807}, {11666.140000}, {7.446157}, {11666.150000}, {0.298684}
{1598210371024785}, {11666.140000}, {7.446157}, {11666.150000}, {0.298684}
{1598210371037937}, {11666.140000}, {7.446157}, {11666.150000}, {0.298684}
{1598210371104015}, {11666.140000}, {7.446157}, {11666.150000}, {0.298684}
{1598210371108740}, {11666.140000}, {7.446157}, {11666.150000}, {0.298684}
{1598210371134833}, {11666.140000}, {7.446157}, {11666.150000}, {0.298684}
{1598210371134894}, {11666.140000}, {7.446157}, {11666.150000}, {0.298684}
{1598210371391109}, {11666.140000}, {7.446157}, {11666.150000}, {0.298684}
{1598210371391140}, {11666.140000}, {7.446157}, {11666.150000}, {0.298684}
{1598210371401209}, {11666.140000}, {7.446157}, {11666.150000}, {0.298684}
{1598210371404887}, {11666.140000}, {7.446157}, {11666.150000}, {0.298684}
{1598210371508929}, {11666.140000}, {7.446157}, {11666.150000}, {0.298684}
{1598210371508953}, {11666.140000}, {7.446157}, {11666.150000}, {0.298684}
{1598210371508965}, {11666.140000}, {7.446157}, {11666.150000}, {0.298684}
{1598210371517679}, {11666.140000}, {7.446157}, {11666.150000}, {0.298684}
{1598210371521042}, {11666.140000}, {7.446157}, {11666.150000}, {0.298684}
{1598210371536427}, {11666.140000}, {7.446157}, {11666.150000}, {0.298684}
{1598210371554799}, {11666.140000}, {7.594157}, {11666.150000}, {0.298684}
{1598210371563092}, {11666.140000}, {7.594157}, {11666.150000}, {0.298684}
{1598210371568583}, {11666.140000}, {7.612157}, {11666.150000}, {0.298684}
{1598210371568930}, {11666.140000}, {7.752157}, {11666.150000}, {0.298684}
{1598210371585325}, {11666.140000}, {7.752157}, {11666.150000}, {0.298684}
{1598210371588940}, {11666.140000}, {7.752157}, {11666.150000}, {0.298684}
{1598210371601135}, {11666.140000}, {7.752157}, {11666.150000}, {0.298684}
{1598210371609358}, {11666.140000}, {7.752157}, {11666.150000}, {0.298684}
{1598210371632724}, {11666.140000}, {7.752157}, {11666.150000}, {0.298684}
{1598210371663795}, {11666.140000}, {7.752157}, {11666.150000}, {0.298684}
{1598210371691383}, {11666.140000}, {7.752157}, {11666.150000}, {0.298684}
{1598210371872048}, {11666.140000}, {7.752157}, {11666.150000}, {0.298684}
{1598210371885141}, {11666.140000}, {7.752157}, {11666.150000}, {0.298684}
{1598210372165107}, {11666.140000}, {7.752157}, {11666.150000}, {0.298684}
{1598210372198112}, {11666.140000}, {7.752157}, {11666.150000}, {0.298684}
{1598210372313458}, {11666.140000}, {7.752157}, {11666.150000}, {0.298684}
{1598210372326605}, {11666.140000}, {7.752157}, {11666.150000}, {0.298684}
{1598210372487352}, {11666.140000}, {7.752157}, {11666.150000}, {0.228739}
{1598210372487376}, {11666.140000}, {7.752157}, {11666.150000}, {0.228739}
{1598210372491809}, {11666.140000}, {7.752157}, {11666.150000}, {0.228232}
{1598210372493630}, {11666.140000}, {7.752157}, {11666.150000}, {0.049686}
{1598210372507431}, {11666.140000}, {7.740157}, {11666.150000}, {0.049686}
{1598210372510531}, {11666.140000}, {7.702157}, {11666.150000}, {0.049686}
{1598210372510645}, {11666.140000}, {7.680157}, {11666.150000}, {0.049686}
{1598210372510692}, {11666.140000}, {7.654157}, {11666.150000}, {0.049686}
{1598210372512088}, {11666.140000}, {7.618157}, {11666.150000}, {0.049686}
{1598210372513483}, {11666.140000}, {7.470157}, {11666.150000}, {0.049686}
{1598210372515608}, {11666.140000}, {7.475486}, {11666.150000}, {0.049686}
{1598210372515995}, {11666.140000}, {7.455486}, {11666.150000}, {0.049686}
{1598210372516494}, {11666.140000}, {7.361686}, {11666.150000}, {0.049686}
{1598210372516913}, {11666.140000}, {7.315686}, {11666.150000}, {0.049686}
{1598210372670286}, {11666.140000}, {7.315686}, {11666.150000}, {0.049686}
{1598210372670319}, {11666.140000}, {7.315686}, {11666.150000}, {0.049686}
{1598210372685598}, {11666.140000}, {7.315686}, {11666.150000}, {0.049686}
{1598210372749300}, {11666.140000}, {7.315686}, {11666.150000}, {0.048142}
{1598210372770853}, {11666.140000}, {7.463686}, {11666.150000}, {0.048142}
{1598210372923795}, {11666.140000}, {7.463686}, {11666.150000}, {0.036667}
{1598210372952815}, {11666.140000}, {7.463686}, {11666.700000}, {0.131004}
{1598210372961315}, {11666.680000}, {0.193800}, {11666.700000}, {0.131004}
{1598210372961340}, {11666.680000}, {0.271800}, {11666.700000}, {0.131004}
{1598210372965852}, {11666.680000}, {0.271800}, {11666.700000}, {0.131004}
{1598210372965877}, {11666.680000}, {0.271800}, {11668.300000}, {0.128553}
{1598210372965898}, {11666.690000}, {3.840354}, {11668.300000}, {0.128553}
{1598210372967663}, {11666.690000}, {3.840354}, {11668.300000}, {0.128553}
{1598210372968191}, {11666.690000}, {3.840354}, {11668.300000}, {0.128553}
{1598210372971307}, {11666.690000}, {3.840354}, {11668.300000}, {0.128553}
{1598210372971331}, {11666.690000}, {3.840354}, {11668.300000}, {0.128553}
{1598210372974968}, {11666.690000}, {3.840354}, {11668.300000}, {0.128553}
{1598210372974993}, {11666.690000}, {3.840354}, {11668.300000}, {0.128553}
{1598210372975002}, {11666.690000}, {3.840354}, {11668.300000}, {0.128553}
{1598210372975011}, {11666.690000}, {3.840354}, {11668.300000}, {0.128553}
{1598210372975019}, {11666.690000}, {3.840354}, {11668.300000}, {0.128553}
{1598210372975753}, {11666.690000}, {3.840354}, {11668.300000}, {0.128553}
{1598210372975998}, {11666.690000}, {4.381529}, {11668.300000}, {0.128553}
{1598210372976028}, {11666.690000}, {4.381529}, {11668.300000}, {0.128553}
{1598210372977021}, {11666.690000}, {4.381529}, {11668.300000}, {0.128553}
{1598210372980160}, {11666.690000}, {4.381529}, {11668.300000}, {0.128553}
{1598210372980833}, {11666.690000}, {4.381529}, {11668.300000}, {0.128553}
{1598210372980865}, {11666.690000}, {4.381529}, {11668.300000}, {0.128553}
{1598210372981040}, {11666.690000}, {4.381529}, {11668.300000}, {0.128553}
{1598210372981123}, {11666.690000}, {4.381529}, {11668.300000}, {0.128553}
{1598210372982677}, {11666.690000}, {4.381529}, {11668.300000}, {0.128553}
{1598210372982874}, {11666.690000}, {4.381529}, {11668.300000}, {0.128553}
{1598210372991718}, {11666.690000}, {4.181529}, {11668.300000}, {0.128553}
{1598210372994044}, {11666.690000}, {4.181529}, {11668.300000}, {0.128553}
{1598210372994084}, {11666.690000}, {4.181529}, {11668.300000}, {0.128553}
{1598210372994100}, {11666.690000}, {4.181529}, {11668.300000}, {0.128553}
{1598210372994115}, {11666.690000}, {4.181529}, {11668.300000}, {0.128553}
{1598210372994703}, {11666.690000}, {4.181529}, {11668.300000}, {0.128553}
{1598210372994722}, {11666.690000}, {4.181529}, {11668.300000}, {0.128553}
{1598210372994852}, {11666.690000}, {4.181529}, {11668.300000}, {0.128553}
{1598210372995006}, {11666.690000}, {4.181529}, {11668.300000}, {0.128553}
{1598210372995053}, {11666.700000}, {3.961628}, {11668.300000}, {0.128553}
{1598210372995558}, {11666.700000}, {3.961628}, {11668.300000}, {0.128553}
{1598210372995575}, {11666.700000}, {3.961628}, {11668.300000}, {0.128553}
{1598210372995846}, {11666.700000}, {3.961628}, {11668.300000}, {0.128553}
{1598210372996416}, {11666.700000}, {3.961628}, {11668.300000}, {0.128553}
{1598210372997970}, {11666.700000}, {3.961628}, {11668.300000}, {0.128553}
{1598210372998030}, {11666.700000}, {3.961628}, {11668.300000}, {0.128553}
{1598210372998452}, {11666.700000}, {3.961628}, {11668.300000}, {0.128553}
{1598210373000390}, {11666.700000}, {3.961628}, {11668.300000}, {0.128553}
{1598210373001684}, {11666.700000}, {3.961628}, {11668.300000}, {0.128553}
{1598210373003004}, {11666.700000}, {3.961628}, {11668.300000}, {0.128553}
{1598210373003028}, {11666.700000}, {3.961628}, {11668.300000}, {0.128553}
{1598210373003037}, {11666.700000}, {3.961628}, {11668.300000}, {0.128553}
{1598210373003172}, {11668.290000}, {0.036000}, {11668.300000}, {0.128553}
{1598210373006131}, {11668.290000}, {0.036000}, {11668.300000}, {0.128553}
{1598210373008180}, {11668.290000}, {0.054000}, {11668.300000}, {0.128553}
{1598210373008204}, {11668.290000}, {0.093900}, {11668.300000}, {0.128553}
{1598210373055093}, {11668.290000}, {0.093900}, {11668.300000}, {0.128553}
{1598210373055117}, {11668.290000}, {0.093900}, {11668.300000}, {0.128553}
{1598210373055126}, {11668.290000}, {0.093900}, {11668.300000}, {0.128553}
{1598210373055135}, {11668.290000}, {0.093900}, {11668.300000}, {0.128553}
{1598210373055143}, {11668.290000}, {0.093900}, {11668.300000}, {0.128553}
{1598210373055152}, {11668.290000}, {0.093900}, {11668.300000}, {0.128553}
{1598210373055160}, {11668.290000}, {0.093900}, {11668.300000}, {0.128553}
{1598210373055184}, {11668.290000}, {0.115900}, {11668.300000}, {0.128553}
{1598210373055213}, {11668.290000}, {0.115900}, {11668.300000}, {0.128553}
{1598210373055228}, {11668.290000}, {0.115900}, {11668.300000}, {0.128553}
{1598210373055241}, {11668.290000}, {0.115900}, {11668.300000}, {0.128553}
{1598210373055281}, {11668.290000}, {0.115900}, {11668.300000}, {0.128553}
{1598210373055299}, {11668.290000}, {0.115900}, {11668.300000}, {0.128553}
{1598210373055315}, {11668.290000}, {0.115900}, {11668.300000}, {0.128553}
{1598210373055329}, {11668.290000}, {0.115900}, {11668.300000}, {0.128553}
{1598210373055342}, {11668.290000}, {0.115900}, {11668.300000}, {0.128553}
{1598210373074105}, {11668.290000}, {0.115900}, {11668.300000}, {0.128553}
{1598210373074124}, {11666.700000}, {4.234948}, {11668.290000}, {0.084100}
{1598210373074133}, {11666.700000}, {4.234948}, {11668.290000}, {0.084100}
{1598210373074141}, {11666.700000}, {4.234948}, {11668.290000}, {0.084100}
{1598210373074150}, {11666.700000}, {4.234948}, {11668.290000}, {0.088757}
{1598210373074158}, {11666.700000}, {4.234948}, {11668.290000}, {0.093414}
{1598210373074167}, {11666.700000}, {4.234948}, {11668.290000}, {0.125769}
{1598210373074175}, {11666.700000}, {4.234948}, {11668.290000}, {0.130457}
{1598210373074183}, {11666.700000}, {4.279744}, {11668.290000}, {0.130457}
{1598210373074191}, {11666.700000}, {4.279744}, {11668.290000}, {0.130457}
{1598210373074200}, {11666.700000}, {4.279744}, {11668.290000}, {0.130457}
{1598210373074222}, {11666.700000}, {4.279744}, {11668.290000}, {0.130457}
{1598210373074232}, {11666.700000}, {4.279744}, {11668.290000}, {0.130457}
{1598210373074241}, {11666.700000}, {4.279744}, {11668.290000}, {0.130457}
{1598210373074249}, {11666.700000}, {4.279744}, {11668.290000}, {0.130457}
{1598210373074257}, {11666.700000}, {4.279744}, {11668.290000}, {0.132781}
{1598210373227497}, {11666.700000}, {4.279744}, {11668.290000}, {0.132781}
{1598210373227522}, {11666.700000}, {4.279744}, {11668.290000}, {0.132781}
{1598210373227531}, {11666.700000}, {4.279744}, {11668.280000}, {4.023365}
{1598210373227539}, {11666.700000}, {4.279744}, {11668.280000}, {4.023365}
{1598210373227547}, {11666.700000}, {4.279744}, {11668.280000}, {4.023365}
{1598210373227555}, {11666.700000}, {4.279744}, {11668.280000}, {4.023365}
{1598210373227563}, {11666.700000}, {4.279744}, {11668.280000}, {4.023365}
{1598210373227586}, {11666.700000}, {4.279744}, {11668.280000}, {4.023365}
{1598210373227599}, {11666.700000}, {4.283637}, {11668.280000}, {4.023365}
{1598210373227612}, {11666.700000}, {4.283637}, {11668.280000}, {4.123365}
{1598210373227625}, {11666.700000}, {4.283637}, {11668.280000}, {4.123365}
{1598210373227665}, {11666.700000}, {4.283637}, {11668.280000}, {4.123365}
{1598210373227681}, {11666.700000}, {4.283637}, {11668.270000}, {0.200000}
{1598210373227695}, {11666.700000}, {4.283637}, {11668.270000}, {0.200000}
{1598210373227710}, {11666.700000}, {4.283637}, {11668.270000}, {0.200000}
{1598210373227724}, {11666.700000}, {4.160143}, {11668.270000}, {0.200000}
{1598210373227739}, {11666.700000}, {4.016180}, {11668.270000}, {0.200000}
{1598210373227754}, {11666.700000}, {3.971384}, {11668.270000}, {0.200000}
{1598210373256822}, {11666.700000}, {3.971384}, {11668.270000}, {0.200000}
{1598210373256841}, {11666.700000}, {3.971384}, {11668.270000}, {0.200000}
{1598210373256850}, {11666.700000}, {3.971384}, {11668.270000}, {0.200000}
{1598210373256862}, {11666.700000}, {3.971384}, {11668.270000}, {0.200000}
{1598210373256871}, {11666.700000}, {3.971384}, {11668.270000}, {0.200000}
{1598210373261012}, {11666.700000}, {3.971384}, {11668.270000}, {0.204657}
{1598210373261036}, {11666.700000}, {3.971384}, {11668.270000}, {0.204657}
{1598210373261046}, {11666.700000}, {3.971384}, {11668.270000}, {0.204657}
{1598210373261054}, {11666.700000}, {3.971384}, {11668.270000}, {0.204657}
{1598210373261062}, {11666.700000}, {3.971384}, {11668.270000}, {0.205142}
{1598210373261071}, {11666.710000}, {0.002707}, {11668.270000}, {0.205142}
{1598210373261079}, {11666.710000}, {0.002707}, {11668.270000}, {0.205628}
{1598210373261087}, {11666.710000}, {0.002707}, {11668.270000}, {0.206224}
{1598210373261095}, {11666.710000}, {0.002707}, {11668.260000}, {0.725000}
{1598210373263359}, {11666.710000}, {0.002707}, {11668.260000}, {0.725000}
{1598210373263384}, {11666.710000}, {0.002707}, {11668.260000}, {0.725000}
{1598210373263393}, {11666.710000}, {0.002707}, {11668.260000}, {0.725000}
{1598210373263401}, {11666.710000}, {0.002707}, {11668.260000}, {0.725000}
{1598210373263410}, {11666.710000}, {0.002707}, {11668.260000}, {0.725000}
{1598210373263418}, {11666.710000}, {0.002707}, {11668.260000}, {0.725000}
{1598210373263426}, {11666.710000}, {0.002707}, {11668.260000}, {0.725000}
{1598210373263451}, {11666.710000}, {0.002707}, {11668.260000}, {0.725000}
{1598210373263480}, {11666.710000}, {0.002707}, {11668.260000}, {0.725000}
{1598210373263495}, {11666.710000}, {0.002707}, {11668.260000}, {0.725000}
{1598210373263508}, {11666.710000}, {0.002707}, {11668.260000}, {0.802192}
{1598210373263546}, {11666.710000}, {0.002707}, {11668.260000}, {0.802192}
{1598210373263565}, {11666.710000}, {0.002707}, {11668.260000}, {0.802192}
{1598210373263580}, {11666.710000}, {0.002707}, {11668.260000}, {0.802192}
{1598210373264722}, {11666.710000}, {0.002707}, {11668.260000}, {0.802192}
{1598210373264749}, {11666.710000}, {0.002707}, {11668.260000}, {0.802192}
{1598210373264766}, {11666.710000}, {0.002707}, {11668.260000}, {0.802192}
{1598210373264780}, {11666.710000}, {0.002707}, {11668.260000}, {0.802192}
{1598210373264808}, {11666.710000}, {0.002707}, {11668.260000}, {0.802192}
{1598210373264821}, {11666.710000}, {0.002707}, {11668.260000}, {0.802192}
{1598210373264836}, {11666.710000}, {0.002707}, {11668.260000}, {0.802192}
{1598210373264850}, {11666.710000}, {0.002707}, {11668.260000}, {0.802192}
{1598210373264875}, {11666.710000}, {0.002707}, {11668.250000}, {0.200000}
{1598210373264892}, {11666.710000}, {0.002707}, {11668.250000}, {0.200000}
{1598210373264920}, {11666.710000}, {0.002707}, {11668.250000}, {0.200000}
{1598210373264970}, {11666.710000}, {0.002707}, {11668.250000}, {0.200000}
{1598210373264994}, {11666.710000}, {0.002707}, {11668.250000}, {0.280423}
{1598210373265010}, {11666.710000}, {0.002707}, {11668.250000}, {0.280423}
{1598210373265036}, {11666.710000}, {0.002707}, {11668.240000}, {0.825000}
{1598210373265059}, {11666.710000}, {0.002707}, {11668.240000}, {0.825000}
{1598210373265075}, {11666.710000}, {0.002707}, {11668.240000}, {0.825000}
{1598210373265089}, {11666.710000}, {0.002707}, {11668.240000}, {0.825000}
{1598210373270083}, {11666.710000}, {0.002707}, {11668.240000}, {0.825000}
{1598210373270108}, {11666.710000}, {0.002707}, {11668.240000}, {0.825000}
{1598210373270118}, {11666.710000}, {0.002707}, {11668.240000}, {0.825000}
{1598210373270126}, {11666.710000}, {0.002707}, {11668.240000}, {0.825000}
{1598210373270134}, {11666.710000}, {0.002707}, {11668.240000}, {0.825000}
{1598210373270143}, {11666.710000}, {0.002707}, {11668.240000}, {0.825000}
{1598210373270151}, {11666.710000}, {0.002707}, {11668.240000}, {0.825000}
{1598210373270176}, {11666.710000}, {0.002707}, {11668.240000}, {0.825000}
{1598210373270189}, {11666.710000}, {0.002707}, {11668.240000}, {0.825000}
{1598210373270202}, {11666.710000}, {0.002707}, {11668.240000}, {0.825000}
{1598210373270221}, {11666.710000}, {0.002707}, {11668.240000}, {0.825486}
{1598210373270260}, {11666.710000}, {0.002707}, {11668.240000}, {0.825486}
{1598210373270278}, {11666.710000}, {0.002707}, {11668.240000}, {0.825486}
{1598210373270293}, {11666.710000}, {0.008570}, {11668.240000}, {0.825486}
{1598210373270308}, {11666.710000}, {0.008570}, {11668.240000}, {0.825486}
{1598210373270323}, {11666.710000}, {0.008570}, {11668.240000}, {0.825486}
{1598210373270351}, {11666.710000}, {0.008570}, {11668.240000}, {0.859767}
{1598210373270366}, {11666.710000}, {0.008570}, {11668.240000}, {0.860252}
{1598210373270395}, {11666.710000}, {0.008570}, {11668.240000}, {0.860849}
{1598210373270409}, {11666.710000}, {0.008570}, {11668.240000}, {0.035849}
{1598210373270423}, {11666.710000}, {0.008570}, {11668.240000}, {0.035849}
{1598210373270439}, {11666.710000}, {0.008570}, {11668.240000}, {0.035849}
{1598210373270694}, {11666.710000}, {0.008570}, {11668.240000}, {0.035849}
{1598210373271500}, {11666.710000}, {0.008570}, {11668.240000}, {0.035849}
{1598210373271574}, {11666.710000}, {0.008570}, {11668.240000}, {0.040506}
{1598210373271597}, {11666.710000}, {0.008570}, {11668.240000}, {0.120929}
{1598210373271612}, {11666.710000}, {0.008570}, {11668.240000}, {0.121415}
{1598210373271627}, {11666.710000}, {0.008570}, {11668.240000}, {0.122012}
{1598210373271641}, {11666.710000}, {0.008570}, {11668.240000}, {0.117355}
{1598210373271669}, {11666.710000}, {0.008570}, {11668.240000}, {0.122012}
{1598210373271683}, {11666.710000}, {0.008570}, {11668.240000}, {0.122012}
{1598210373271698}, {11666.710000}, {0.008570}, {11668.240000}, {0.122012}
{1598210373271712}, {11666.710000}, {0.008570}, {11668.240000}, {0.122609}
{1598210373271727}, {11666.710000}, {0.008570}, {11668.240000}, {0.123094}
{1598210373271794}, {11666.710000}, {0.008570}, {11668.240000}, {0.123094}
{1598210373271812}, {11666.710000}, {0.008570}, {11668.240000}, {0.126781}
{1598210373271826}, {11666.710000}, {0.008570}, {11668.240000}, {0.172808}
{1598210373271840}, {11666.710000}, {0.008570}, {11668.240000}, {0.176493}
{1598210373271855}, {11666.710000}, {0.008570}, {11668.240000}, {0.177656}
{1598210373271909}, {11666.710000}, {0.008570}, {11668.240000}, {0.172999}
{1598210373271948}, {11666.710000}, {0.008570}, {11667.600000}, {0.075000}
{1598210373271973}, {11666.710000}, {0.008570}, {11667.600000}, {0.075000}
{1598210373271989}, {11666.710000}, {0.008570}, {11667.600000}, {0.075000}
{1598210373272002}, {11666.710000}, {0.008570}, {11667.600000}, {0.075000}
{1598210373272025}, {11666.710000}, {0.008570}, {11667.600000}, {0.075000}
{1598210373272040}, {11666.710000}, {0.008570}, {11667.600000}, {0.075000}
{1598210373272080}, {11666.710000}, {0.008570}, {11667.600000}, {0.075000}
{1598210373272098}, {11666.710000}, {0.008570}, {11667.600000}, {0.075000}
{1598210373272113}, {11666.710000}, {0.008570}, {11667.600000}, {0.075000}
{1598210373272128}, {11666.710000}, {0.008570}, {11667.600000}, {0.075000}
{1598210373272143}, {11666.710000}, {0.008570}, {11667.600000}, {0.075000}
{1598210373272158}, {11666.720000}, {0.003893}, {11667.600000}, {0.075000}
{1598210373272194}, {11666.720000}, {0.003893}, {11667.600000}, {0.075000}
{1598210373272211}, {11666.720000}, {0.003893}, {11667.600000}, {0.075000}
{1598210373272224}, {11666.720000}, {0.003893}, {11667.600000}, {0.075000}
{1598210373272244}, {11667.590000}, {0.112461}, {11667.600000}, {0.075000}
{1598210373272261}, {11667.590000}, {0.112461}, {11667.600000}, {0.075000}
{1598210373272318}, {11667.590000}, {0.112461}, {11667.600000}, {0.075000}
{1598210373272337}, {11667.590000}, {0.112461}, {11667.600000}, {0.075000}
{1598210373272351}, {11667.590000}, {0.112461}, {11667.600000}, {0.075000}
{1598210373272365}, {11667.590000}, {0.112461}, {11667.600000}, {0.075000}
{1598210373272389}, {11667.590000}, {0.112461}, {11667.600000}, {0.075000}
{1598210373272404}, {11667.590000}, {0.112461}, {11667.600000}, {0.075000}
{1598210373278181}, {11667.590000}, {0.112461}, {11667.600000}, {0.075000}
{1598210373278228}, {11667.590000}, {0.112461}, {11667.600000}, {0.075000}
{1598210373278279}, {11667.590000}, {0.112461}, {11667.600000}, {0.270000}
{1598210373278861}, {11667.590000}, {0.112461}, {11667.600000}, {0.270000}
{1598210373286328}, {11667.590000}, {0.112461}, {11667.600000}, {0.270000}
{1598210373286847}, {11667.590000}, {0.112461}, {11667.600000}, {0.270000}
